rr,di,persist,adx_min,adx_rising,atr_ratio,di_slope,avoid_hours,trades,wins,win_rate,roi,sharpe,max_dd,avg_r
3.0,25,1,25,False,1.2,True,none,46,13,28.3,5.4,0.99,-16.65,0.117
4.0,35,1,20,True,0.8,False,none,48,11,22.9,6.14,0.99,-7.07,0.128
1.5,25,3,25,True,0.0,False,current,145,63,43.4,12.06,0.99,-13.64,0.083
4.0,25,3,0,True,1.0,False,plus6,83,19,22.9,10.74,0.99,-8.27,0.129
4.0,25,3,0,True,1.0,False,current,83,19,22.9,10.74,0.99,-8.27,0.129
3.0,30,1,0,False,1.0,False,plus6,85,24,28.2,10.11,0.99,-14.4,0.119
4.0,25,1,20,True,0.0,False,plus9,87,20,23.0,11.74,0.99,-9.56,0.135
2.0,30,3,30,False,0.0,True,plus9,60,22,36.7,5.52,0.99,-5.88,0.092
2.0,30,3,30,True,0.0,True,current,60,22,36.7,5.52,0.99,-5.85,0.092
2.5,30,3,0,False,0.8,False,eu_open,91,29,31.9,9.74,0.99,-12.32,0.107
1.5,30,2,0,True,0.0,False,none,135,59,43.7,12.14,0.99,-17.66,0.09
2.0,30,1,25,True,1.0,False,none,76,28,36.8,7.47,0.99,-13.31,0.098
3.5,30,1,30,True,1.0,True,eu_open,55,14,25.5,7.2,0.99,-10.74,0.131
1.5,25,2,25,False,0.0,True,deep_prelondon,131,57,43.5,11.06,0.99,-8.72,0.084
3.5,25,1,0,False,1.0,False,long_london,83,21,25.3,10.44,0.99,-14.76,0.126
3.5,25,1,30,False,0.8,True,plus9,87,22,25.3,10.91,0.99,-12.25,0.125
2.0,25,3,0,False,0.0,True,deep_prelondon,155,57,36.8,15.47,0.99,-12.38,0.1
1.5,25,3,0,True,0.8,False,current,191,83,43.5,16.22,0.99,-10.1,0.085
1.5,30,2,30,True,0.0,False,none,97,42,43.3,7.53,0.99,-7.73,0.078
2.5,30,2,0,True,0.0,True,none,72,23,31.9,7.84,0.99,-18.05,0.109
3.0,30,2,30,True,0.8,False,plus20,64,18,28.1,7.22,0.99,-9.83,0.113
4.0,25,3,25,True,1.0,True,plus6,52,12,23.1,7.1,0.98,-12.51,0.137
4.0,30,2,0,False,0.8,True,plus6,74,17,23.0,9.84,0.98,-14.33,0.133
3.0,30,2,25,False,0.0,True,none,71,20,28.2,8.18,0.98,-14.2,0.115
4.0,25,3,25,True,1.0,True,plus9,52,12,23.1,7.1,0.98,-12.51,0.137
1.5,30,1,0,True,1.0,False,none,115,50,43.5,9.54,0.98,-13.45,0.083
2.0,25,1,30,True,1.0,True,none,60,22,36.7,5.52,0.98,-6.85,0.092
4.0,25,3,25,True,1.0,True,current,52,12,23.1,7.1,0.98,-12.51,0.137
1.5,25,2,25,False,0.8,True,plus6,129,56,43.4,10.53,0.98,-10.13,0.082
1.5,25,1,30,True,0.8,True,plus6,99,43,43.4,8.05,0.98,-6.59,0.081
3.5,25,1,25,False,1.0,False,plus20,79,20,25.3,9.97,0.98,-16.81,0.126
1.5,35,1,30,True,0.0,False,deep_prelondon,67,29,43.3,5.11,0.98,-6.41,0.076
4.0,30,3,0,True,1.2,True,none,26,6,23.1,3.49,0.98,-7.82,0.134
1.5,25,1,30,True,0.0,True,none,106,46,43.4,8.53,0.98,-6.62,0.08
1.5,30,3,0,False,0.0,True,plus9,83,36,43.4,6.57,0.98,-6.79,0.079
1.5,30,1,30,False,0.8,False,long_london,106,46,43.4,8.53,0.98,-8.68,0.08
3.5,25,3,30,False,1.0,True,plus20,59,15,25.4,7.66,0.98,-10.74,0.13
1.5,35,1,20,False,0.0,False,none,90,39,43.3,7.05,0.98,-7.28,0.078
4.0,25,3,25,True,1.0,True,plus20,52,12,23.1,7.1,0.98,-12.51,0.137
3.0,25,3,20,False,0.0,False,eu_open,134,38,28.4,17.16,0.98,-18.35,0.128
1.5,30,3,0,False,0.0,True,none,97,42,43.3,7.53,0.98,-6.86,0.078
4.0,35,1,20,False,0.0,True,plus20,61,14,23.0,7.97,0.98,-12.51,0.131
4.0,30,2,20,False,0.8,True,current,74,17,23.0,9.84,0.98,-12.59,0.133
4.0,25,2,0,False,0.0,True,none,121,28,23.1,17.76,0.98,-17.46,0.147
3.5,25,1,0,False,0.0,True,plus20,126,32,25.4,16.9,0.98,-21.55,0.134
1.5,25,1,0,False,1.2,True,none,76,33,43.4,6.09,0.98,-7.28,0.08
2.0,35,1,0,True,0.0,True,plus20,68,25,36.8,6.49,0.98,-10.71,0.095
4.0,25,3,0,True,0.0,True,deep_prelondon,104,24,23.1,14.71,0.98,-17.2,0.141
3.5,25,1,0,True,0.0,True,eu_open,126,32,25.4,16.9,0.98,-19.62,0.134
1.5,25,3,0,False,0.8,True,long_london,163,71,43.6,14.16,0.98,-12.83,0.087
1.5,25,1,0,True,0.0,False,long_london,186,81,43.5,16.26,0.98,-13.74,0.087
3.0,30,2,0,False,0.0,False,current,102,29,28.4,13.15,0.98,-27.03,0.129
3.0,30,3,20,False,0.0,False,deep_prelondon,71,20,28.2,8.18,0.98,-13.38,0.115
3.5,30,1,0,False,0.8,False,eu_open,111,28,25.2,13.78,0.98,-12.38,0.124
1.5,25,2,25,True,0.8,False,deep_prelondon,138,60,43.5,11.56,0.98,-11.03,0.084
1.5,30,3,0,True,0.8,True,deep_prelondon,76,33,43.4,6.09,0.98,-7.9,0.08
1.5,25,3,25,True,1.2,True,eu_open,46,20,43.5,3.71,0.98,-8.31,0.081
3.0,30,2,30,False,0.0,False,current,78,22,28.2,9.14,0.98,-15.06,0.117
2.5,25,1,0,True,0.8,True,deep_prelondon,125,40,32.0,14.27,0.98,-14.98,0.114
1.5,25,2,25,False,1.0,True,deep_prelondon,90,39,43.3,7.05,0.98,-7.31,0.078
2.5,25,1,20,False,1.2,False,long_london,63,20,31.7,6.36,0.98,-11.51,0.101
1.5,25,2,0,False,0.0,True,long_london,161,70,43.5,13.61,0.98,-14.95,0.085
2.5,25,1,25,True,1.0,True,plus20,69,22,31.9,7.34,0.98,-12.88,0.106
3.0,30,2,0,False,0.8,False,none,81,23,28.4,10.18,0.98,-21.01,0.126
2.5,30,3,30,False,1.0,True,none,44,14,31.8,4.52,0.98,-6.95,0.103
3.0,25,2,0,False,0.0,False,current,124,35,28.2,15.04,0.98,-13.38,0.121
1.5,25,2,0,True,1.0,False,eu_open,129,56,43.4,10.53,0.98,-11.46,0.082
3.0,25,2,0,True,0.8,False,current,110,31,28.2,13.01,0.98,-14.15,0.118
2.0,25,2,20,True,0.0,True,deep_prelondon,128,47,36.7,12.37,0.98,-13.46,0.097
2.5,25,3,25,False,1.2,True,plus9,47,15,31.9,5.0,0.98,-12.73,0.106
3.0,25,1,0,True,0.8,True,current,113,32,28.3,14.09,0.98,-15.86,0.125
1.5,30,1,0,True,1.2,False,plus20,69,30,43.5,5.62,0.98,-12.41,0.081
4.0,30,2,30,True,1.0,False,none,39,9,23.1,5.28,0.98,-6.79,0.135
3.0,30,3,25,True,0.8,False,plus20,71,20,28.2,8.18,0.98,-15.06,0.115
3.0,30,3,25,True,1.0,False,current,53,15,28.3,6.34,0.98,-12.46,0.12
3.0,30,3,25,True,1.0,False,plus6,53,15,28.3,6.34,0.98,-12.46,0.12
2.0,25,1,0,False,1.2,False,plus9,79,29,36.7,7.44,0.98,-16.77,0.094
2.0,25,1,0,False,1.2,False,deep_prelondon,79,29,36.7,7.44,0.98,-17.53,0.094
1.5,30,3,0,False,0.8,False,eu_open,125,54,43.2,9.46,0.98,-12.31,0.076
4.0,25,2,0,True,0.8,False,plus6,87,20,23.0,11.74,0.98,-10.82,0.135
3.0,35,1,0,False,0.0,True,none,57,16,28.1,6.28,0.98,-11.47,0.11
2.0,35,3,30,True,1.0,False,plus20,30,11,36.7,2.72,0.98,-4.99,0.091
1.5,25,1,25,True,1.0,False,deep_prelondon,106,46,43.4,8.53,0.98,-8.72,0.08
1.5,25,2,30,True,0.0,True,long_london,92,40,43.5,7.57,0.98,-9.33,0.082
1.5,25,1,0,True,0.8,True,current,161,70,43.5,13.61,0.98,-8.75,0.085
4.0,30,2,0,True,0.0,True,plus6,74,17,23.0,9.84,0.98,-14.33,0.133
3.0,25,3,30,False,1.2,False,long_london,46,13,28.3,5.4,0.98,-13.23,0.117
3.5,25,2,0,True,0.8,False,plus6,103,26,25.2,12.81,0.98,-10.08,0.124
1.5,30,1,25,False,0.8,True,deep_prelondon,99,43,43.4,8.05,0.97,-10.07,0.081
2.0,25,1,25,True,0.8,False,eu_open,136,50,36.8,13.41,0.97,-16.62,0.099
3.5,25,2,0,True,0.0,False,eu_open,131,33,25.2,16.22,0.97,-11.77,0.124
2.5,25,2,0,False,1.5,False,plus20,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,1,20,False,1.5,False,deep_prelondon,22,7,31.8,2.23,0.97,-7.73,0.102
3.0,30,3,25,True,0.8,False,plus6,71,20,28.2,8.18,0.97,-15.06,0.115
2.5,25,1,0,False,1.5,False,plus9,22,7,31.8,2.23,0.97,-7.73,0.102
4.0,30,1,25,False,1.0,True,plus20,52,12,23.1,7.1,0.97,-15.95,0.137
4.0,25,1,25,False,1.0,True,current,65,15,23.1,8.96,0.97,-15.19,0.138
3.0,25,3,0,False,0.8,False,plus9,128,36,28.1,14.97,0.97,-15.11,0.117
2.5,25,2,20,False,1.5,False,plus6,22,7,31.8,2.23,0.97,-7.73,0.102
4.0,30,1,0,False,0.0,False,eu_open,109,25,22.9,14.6,0.97,-12.42,0.134
4.0,25,1,25,False,1.0,True,plus6,65,15,23.1,8.96,0.97,-15.19,0.138
3.0,30,2,0,False,0.0,False,plus6,95,27,28.4,12.15,0.97,-26.99,0.128
2.5,25,1,20,False,1.5,False,current,22,7,31.8,2.23,0.97,-7.73,0.102
3.0,25,2,25,True,1.0,True,none,64,18,28.1,7.22,0.97,-10.73,0.113
2.5,25,1,0,True,0.8,True,plus20,116,37,31.9,12.71,0.97,-11.74,0.11
3.0,30,3,20,True,0.0,False,deep_prelondon,71,20,28.2,8.18,0.97,-12.51,0.115
2.5,25,1,0,False,1.5,False,plus20,22,7,31.8,2.23,0.97,-7.73,0.102
1.5,30,2,20,True,1.2,False,deep_prelondon,53,23,43.4,4.18,0.97,-10.1,0.079
2.5,25,1,20,False,1.5,False,none,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,1,20,False,1.5,False,plus20,22,7,31.8,2.23,0.97,-7.73,0.102
3.5,25,3,0,False,0.0,False,eu_open,150,38,25.3,19.92,0.97,-16.32,0.133
3.0,25,2,25,False,1.0,True,eu_open,78,22,28.2,9.14,0.97,-10.52,0.117
1.5,25,1,30,True,0.0,False,long_london,122,53,43.4,10.03,0.97,-11.43,0.082
4.0,25,3,25,True,1.0,False,plus6,61,14,23.0,7.97,0.97,-12.51,0.131
2.5,25,1,0,False,1.5,False,current,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,1,0,False,1.5,False,none,22,7,31.8,2.23,0.97,-7.73,0.102
4.0,25,3,25,True,1.0,False,current,61,14,23.0,7.97,0.97,-12.51,0.131
1.5,35,2,20,False,0.8,False,eu_open,60,26,43.3,4.64,0.97,-8.68,0.077
2.0,30,2,30,False,0.8,False,deep_prelondon,82,30,36.6,7.41,0.97,-10.68,0.09
2.0,30,1,30,True,0.8,True,deep_prelondon,71,26,36.6,6.46,0.97,-7.81,0.091
1.5,25,1,20,False,0.0,True,plus9,162,70,43.2,12.48,0.97,-9.26,0.077
4.0,35,1,20,False,0.0,True,plus6,61,14,23.0,7.97,0.97,-13.38,0.131
3.0,30,2,20,True,0.0,True,none,71,20,28.2,8.18,0.97,-15.95,0.115
1.5,25,2,0,True,1.0,True,none,113,49,43.4,9.02,0.97,-7.86,0.08
2.0,30,2,30,True,1.0,False,plus9,60,22,36.7,5.52,0.97,-8.81,0.092
2.0,25,1,0,True,0.0,True,plus20,147,54,36.7,14.41,0.97,-10.15,0.098
2.5,25,2,20,False,1.5,False,deep_prelondon,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,20,False,1.5,False,plus9,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,20,False,1.5,False,plus20,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,20,False,1.5,False,current,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,20,False,1.5,False,none,22,7,31.8,2.23,0.97,-7.73,0.102
4.0,30,2,0,True,0.8,False,eu_open,87,20,23.0,11.74,0.97,-10.64,0.135
2.5,25,2,20,False,1.5,False,long_london,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,1,20,False,1.5,False,long_london,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,0,False,1.0,True,deep_prelondon,88,28,31.8,9.24,0.97,-13.03,0.105
4.0,35,1,0,False,0.8,True,plus20,61,14,23.0,7.97,0.97,-14.25,0.131
1.5,25,2,30,True,0.0,False,eu_open,138,60,43.5,11.56,0.97,-14.79,0.084
3.5,25,3,30,True,0.8,False,plus6,75,19,25.3,9.51,0.97,-12.15,0.127
3.5,25,1,20,False,0.0,False,eu_open,123,31,25.2,15.24,0.97,-13.76,0.124
2.5,25,2,0,False,1.5,False,long_london,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,1,20,False,1.5,False,plus6,22,7,31.8,2.23,0.97,-7.73,0.102
2.0,30,2,25,True,1.0,False,plus9,68,25,36.8,6.49,0.97,-12.4,0.095
1.5,35,1,0,False,0.8,True,none,90,39,43.3,7.05,0.97,-7.83,0.078
2.5,25,2,0,False,1.5,False,plus9,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,0,False,1.5,False,deep_prelondon,22,7,31.8,2.23,0.97,-7.73,0.102
1.5,30,1,20,False,0.0,True,none,157,68,43.3,12.52,0.97,-12.77,0.08
2.5,25,2,0,False,1.5,False,plus6,22,7,31.8,2.23,0.97,-7.73,0.102
1.5,35,2,30,True,0.0,False,none,60,26,43.3,4.64,0.97,-5.5,0.077
1.5,30,1,20,True,0.0,False,plus9,138,60,43.5,11.56,0.97,-14.54,0.084
2.5,25,2,0,False,1.5,False,none,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,2,0,False,1.5,False,current,22,7,31.8,2.23,0.97,-7.73,0.102
1.5,35,2,20,True,0.8,False,eu_open,60,26,43.3,4.64,0.97,-8.68,0.077
3.0,30,3,20,False,0.0,False,plus20,78,22,28.2,9.14,0.97,-16.89,0.117
1.5,30,1,25,True,1.0,False,none,92,40,43.5,7.57,0.97,-9.76,0.082
3.0,25,3,20,True,1.0,True,long_london,71,20,28.2,8.18,0.97,-16.75,0.115
3.0,25,3,25,True,1.0,False,plus20,71,20,28.2,8.18,0.97,-15.01,0.115
4.0,25,3,20,False,0.0,False,long_london,96,22,22.9,12.65,0.97,-14.94,0.132
2.5,25,1,20,False,1.5,False,plus9,22,7,31.8,2.23,0.97,-7.73,0.102
4.0,25,1,20,True,1.0,True,none,74,17,23.0,9.84,0.97,-12.68,0.133
3.5,25,2,25,False,0.0,True,deep_prelondon,95,24,25.3,11.86,0.97,-13.26,0.125
1.5,30,1,25,True,0.0,False,plus20,115,50,43.5,9.54,0.97,-9.63,0.083
3.5,25,1,25,False,0.8,True,deep_prelondon,83,21,25.3,10.44,0.97,-14.49,0.126
2.5,25,1,0,False,1.5,False,deep_prelondon,22,7,31.8,2.23,0.97,-7.73,0.102
1.5,30,3,20,False,0.0,True,plus6,83,36,43.4,6.57,0.97,-6.34,0.079
1.5,30,3,20,False,0.0,True,plus20,83,36,43.4,6.57,0.97,-6.34,0.079
2.0,30,3,20,False,1.0,True,plus6,60,22,36.7,5.52,0.97,-7.86,0.092
1.5,35,2,0,True,0.0,False,deep_prelondon,60,26,43.3,4.64,0.97,-8.31,0.077
2.0,30,2,0,True,0.0,False,eu_open,114,42,36.8,11.41,0.97,-12.67,0.1
2.5,25,1,0,False,1.5,False,plus6,22,7,31.8,2.23,0.97,-7.73,0.102
2.5,25,1,0,False,1.5,False,long_london,22,7,31.8,2.23,0.97,-7.73,0.102
2.0,30,3,20,False,1.0,True,current,60,22,36.7,5.52,0.97,-7.86,0.092
1.5,30,2,0,True,0.8,False,current,131,57,43.5,11.06,0.97,-11.69,0.084
2.5,30,1,25,False,1.2,True,none,47,15,31.9,5.0,0.96,-17.83,0.106
1.5,25,1,30,False,0.0,True,plus9,120,52,43.3,9.5,0.96,-9.19,0.079
2.0,35,1,0,False,0.8,False,eu_open,74,27,36.5,6.43,0.96,-7.75,0.087
2.5,30,2,20,True,0.8,True,none,66,21,31.8,6.85,0.96,-16.31,0.104
1.5,25,2,30,False,1.0,False,plus9,106,46,43.4,8.53,0.96,-11.2,0.08
2.5,35,1,30,True,1.0,False,none,41,13,31.7,4.04,0.96,-4.9,0.099
3.5,25,1,0,True,0.8,True,eu_open,122,31,25.4,16.4,0.96,-17.99,0.134
4.0,30,3,30,False,0.0,False,plus9,61,14,23.0,7.97,0.96,-7.82,0.131
4.0,30,3,30,False,0.0,False,plus20,61,14,23.0,7.97,0.96,-8.74,0.131
4.0,30,3,20,False,1.0,False,plus9,61,14,23.0,7.97,0.96,-8.83,0.131
1.5,25,1,20,True,0.0,False,plus20,173,75,43.4,14.08,0.96,-9.29,0.081
1.5,35,2,20,False,0.8,False,none,67,29,43.3,5.11,0.96,-6.45,0.076
3.0,30,2,20,True,0.8,False,plus6,78,22,28.2,9.14,0.96,-17.63,0.117
1.5,30,1,0,True,0.8,True,plus6,124,54,43.5,10.57,0.96,-12.77,0.085
3.5,30,1,0,False,0.0,True,long_london,95,24,25.3,11.86,0.96,-17.19,0.125
1.5,30,1,0,True,0.0,True,long_london,124,54,43.5,10.57,0.96,-15.64,0.085
1.5,35,2,25,True,0.8,False,none,67,29,43.3,5.11,0.96,-8.78,0.076
4.0,25,1,0,True,1.5,False,eu_open,13,3,23.1,1.73,0.96,-8.65,0.133
3.0,30,1,30,False,0.8,False,plus20,82,23,28.0,9.08,0.96,-13.38,0.111
3.0,30,1,30,False,1.0,False,plus20,64,18,28.1,7.22,0.96,-15.86,0.113
1.5,30,3,20,True,1.0,True,plus6,60,26,43.3,4.64,0.96,-3.98,0.077
3.5,30,1,25,True,1.0,False,plus9,63,16,25.4,8.12,0.96,-19.62,0.129
2.5,25,3,30,False,1.2,False,eu_open,47,15,31.9,5.0,0.96,-14.07,0.106
2.0,35,3,30,True,1.0,False,eu_open,30,11,36.7,2.72,0.96,-4.03,0.091
2.0,35,3,30,True,1.0,False,long_london,30,11,36.7,2.72,0.96,-6.85,0.091
4.0,30,3,30,False,0.8,False,plus9,61,14,23.0,7.97,0.96,-7.82,0.131
4.0,30,3,30,False,0.8,False,plus20,61,14,23.0,7.97,0.96,-8.74,0.131
4.0,25,3,30,False,0.0,True,none,74,17,23.0,9.84,0.96,-11.71,0.133
3.0,30,1,30,True,0.0,True,eu_open,71,20,28.2,8.18,0.96,-15.11,0.115
1.5,25,1,20,False,1.0,False,eu_open,159,69,43.4,13.06,0.96,-11.33,0.082
2.5,25,1,0,False,1.2,False,plus6,66,21,31.8,6.85,0.96,-18.72,0.104
1.5,30,3,20,True,1.0,True,current,60,26,43.3,4.64,0.96,-3.98,0.077
2.5,25,2,30,False,1.0,True,eu_open,69,22,31.9,7.34,0.96,-13.82,0.106
4.0,25,3,0,True,0.8,False,plus20,105,24,22.9,13.57,0.96,-13.47,0.129
4.0,25,2,20,False,1.5,False,eu_open,13,3,23.1,1.73,0.96,-8.65,0.133
2.0,35,1,20,True,1.2,False,none,41,15,36.6,3.64,0.96,-6.96,0.089
4.0,30,1,0,True,1.5,False,eu_open,13,3,23.1,1.73,0.96,-8.65,0.133
2.0,25,2,30,True,1.0,False,plus6,79,29,36.7,7.44,0.96,-12.43,0.094
2.0,25,2,30,True,1.0,False,current,79,29,36.7,7.44,0.96,-12.43,0.094
2.0,35,3,20,False,0.0,False,plus20,41,15,36.6,3.64,0.96,-8.7,0.089
4.0,25,2,0,False,1.5,False,eu_open,13,3,23.1,1.73,0.96,-8.65,0.133
2.0,30,1,30,False,0.0,False,deep_prelondon,93,34,36.6,8.36,0.96,-14.2,0.09
2.0,25,3,25,False,1.0,False,plus6,101,37,36.6,9.36,0.96,-8.92,0.093
4.0,25,1,20,True,1.5,False,eu_open,13,3,23.1,1.73,0.96,-8.65,0.133
2.5,25,1,0,False,1.2,False,current,66,21,31.8,6.85,0.96,-18.72,0.104
1.5,25,2,20,True,0.8,True,plus20,141,61,43.3,10.98,0.96,-10.2,0.078
2.0,25,2,0,True,0.8,False,eu_open,171,63,36.8,17.6,0.96,-15.91,0.103
1.5,25,1,20,False,1.2,False,none,97,42,43.3,7.53,0.96,-6.86,0.078
3.0,25,1,0,True,0.8,False,plus6,117,33,28.2,14.02,0.96,-13.89,0.12
2.0,25,2,20,False,0.8,False,deep_prelondon,150,55,36.7,14.38,0.96,-13.2,0.096
2.0,35,3,30,False,1.0,False,long_london,30,11,36.7,2.72,0.96,-6.85,0.091
2.5,25,3,20,True,0.8,False,plus6,110,35,31.8,11.68,0.96,-14.14,0.106
1.5,25,1,0,True,0.8,True,plus9,159,69,43.4,13.06,0.96,-8.38,0.082
3.0,30,2,25,False,0.8,True,plus20,64,18,28.1,7.22,0.96,-13.33,0.113
1.5,25,3,0,False,1.2,False,plus9,83,36,43.4,6.57,0.96,-7.35,0.079
1.5,25,3,0,False,1.0,False,none,155,67,43.2,11.98,0.96,-6.9,0.077
2.0,35,1,20,False,1.2,False,none,41,15,36.6,3.64,0.96,-6.96,0.089
1.5,25,1,30,True,0.8,True,plus20,97,42,43.3,7.53,0.96,-4.9,0.078
1.5,35,1,20,False,0.0,False,current,90,39,43.3,7.05,0.96,-7.31,0.078
4.0,25,3,25,True,0.0,True,long_london,74,17,23.0,9.84,0.96,-14.41,0.133
4.0,30,1,0,False,1.5,False,eu_open,13,3,23.1,1.73,0.96,-8.65,0.133
4.0,25,3,30,False,0.8,True,none,74,17,23.0,9.84,0.96,-11.71,0.133
2.0,25,3,25,False,1.0,False,current,101,37,36.6,9.36,0.96,-8.92,0.093
4.0,25,3,20,True,0.0,False,long_london,96,22,22.9,12.65,0.96,-14.94,0.132
4.0,30,1,25,False,1.2,False,deep_prelondon,39,9,23.1,5.28,0.96,-17.46,0.135
4.0,30,2,30,False,0.8,False,plus20,61,14,23.0,7.97,0.96,-9.65,0.131
1.5,30,3,25,True,0.8,False,current,97,42,43.3,7.53,0.95,-9.56,0.078
2.0,25,1,20,False,1.2,True,plus6,63,23,36.5,5.49,0.95,-8.81,0.087
2.0,30,3,30,True,0.0,False,deep_prelondon,74,27,36.5,6.43,0.95,-6.96,0.087
3.5,25,1,25,True,0.8,False,none,103,26,25.2,12.81,0.95,-16.19,0.124
2.5,25,2,30,False,1.0,True,plus9,63,20,31.7,6.36,0.95,-14.14,0.101
2.0,30,3,30,True,0.0,False,current,74,27,36.5,6.43,0.95,-7.75,0.087
2.0,30,3,30,True,1.0,True,long_london,41,15,36.6,3.64,0.95,-5.88,0.089
1.5,25,1,0,False,0.0,False,deep_prelondon,217,94,43.3,17.74,0.95,-12.87,0.082
4.0,25,3,0,True,0.0,False,plus9,105,24,22.9,13.57,0.95,-16.04,0.129
1.5,25,2,25,True,0.0,True,current,120,52,43.3,9.5,0.95,-8.31,0.079
3.0,30,2,25,False,1.0,False,plus20,64,18,28.1,7.22,0.95,-15.86,0.113
1.5,30,2,30,True,1.0,False,plus20,67,29,43.3,5.11,0.95,-6.83,0.076
2.0,25,1,0,False,0.0,True,plus6,142,52,36.6,13.34,0.95,-7.81,0.094
4.0,25,2,30,True,0.0,True,eu_open,74,17,23.0,9.84,0.95,-13.3,0.133
4.0,25,2,30,True,0.8,True,eu_open,74,17,23.0,9.84,0.95,-13.3,0.133
2.0,25,2,20,True,1.2,True,none,52,19,36.5,4.56,0.95,-7.92,0.088
3.0,25,2,0,True,0.8,False,plus20,107,30,28.0,11.95,0.95,-13.28,0.112
2.0,25,1,20,False,1.0,True,deep_prelondon,104,38,36.5,9.33,0.95,-12.43,0.09
2.0,35,1,20,True,0.0,False,plus6,71,26,36.6,6.46,0.95,-7.04,0.091
2.0,25,1,20,False,1.2,True,current,63,23,36.5,5.49,0.95,-8.81,0.087
2.5,30,1,20,True,1.2,True,plus6,44,14,31.8,4.52,0.95,-16.62,0.103
1.5,25,3,20,True,0.0,True,eu_open,150,65,43.3,12.02,0.95,-14.92,0.08
4.0,25,3,30,False,0.0,False,eu_open,96,22,22.9,12.65,0.95,-12.33,0.132
4.0,25,2,0,True,0.0,False,plus20,92,21,22.8,11.63,0.95,-12.59,0.126
2.0,30,3,20,False,0.8,True,plus20,71,26,36.6,6.46,0.95,-10.63,0.091
2.5,30,2,25,False,1.0,True,eu_open,66,21,31.8,6.85,0.95,-9.8,0.104
3.5,25,1,20,False,0.8,True,eu_open,111,28,25.2,13.78,0.95,-17.86,0.124
3.0,30,3,20,False,0.8,False,plus6,78,22,28.2,9.14,0.95,-16.89,0.117
4.0,25,3,0,False,0.0,False,plus20,105,24,22.9,13.57,0.95,-16.28,0.129
1.5,25,2,30,True,1.0,False,plus6,90,39,43.3,7.05,0.95,-7.52,0.078
2.0,35,1,0,True,0.0,False,long_london,71,26,36.6,6.46,0.95,-7.04,0.091
1.5,25,1,30,True,0.8,True,none,104,45,43.3,8.01,0.95,-5.96,0.077
4.0,30,2,20,False,1.2,False,plus6,39,9,23.1,5.28,0.95,-14.08,0.135
3.0,25,1,0,False,0.8,True,eu_open,145,41,28.3,18.14,0.95,-16.0,0.125
4.0,30,2,20,False,1.2,False,current,39,9,23.1,5.28,0.95,-14.08,0.135
4.0,30,2,20,False,1.2,False,plus20,39,9,23.1,5.28,0.95,-14.08,0.135
1.5,25,3,20,False,0.0,True,eu_open,173,75,43.4,14.08,0.95,-17.48,0.081
2.0,30,2,30,False,1.2,False,none,41,15,36.6,3.64,0.95,-11.41,0.089
1.5,30,2,0,True,0.0,False,long_london,122,53,43.4,10.03,0.95,-14.28,0.082
1.5,25,2,25,False,0.0,True,plus9,134,58,43.3,10.49,0.95,-12.8,0.078
2.5,25,2,20,True,1.0,False,plus9,88,28,31.8,9.24,0.95,-10.13,0.105
1.5,25,1,0,False,0.8,False,deep_prelondon,210,91,43.3,17.22,0.95,-11.1,0.082
1.5,35,1,20,False,0.0,True,long_london,74,32,43.2,5.58,0.95,-6.41,0.075
1.5,30,1,0,True,0.8,True,deep_prelondon,124,54,43.5,10.57,0.95,-13.93,0.085
4.0,30,2,30,False,0.8,False,plus6,61,14,23.0,7.97,0.95,-8.74,0.131
4.0,30,2,30,False,0.0,False,plus6,61,14,23.0,7.97,0.95,-8.74,0.131
1.5,25,1,20,False,1.0,True,eu_open,136,59,43.4,11.02,0.95,-10.1,0.081
2.0,30,3,20,False,0.8,True,plus6,71,26,36.6,6.46,0.95,-10.63,0.091
2.0,30,2,20,True,0.8,False,deep_prelondon,98,36,36.7,9.39,0.95,-15.96,0.096
4.0,30,2,0,False,1.0,True,plus9,61,14,23.0,7.97,0.95,-13.38,0.131
3.0,25,1,0,False,0.8,False,plus9,124,35,28.2,15.04,0.95,-18.16,0.121
4.0,30,2,30,False,0.8,False,plus9,61,14,23.0,7.97,0.95,-9.1,0.131
1.5,30,2,20,False,1.2,False,current,60,26,43.3,4.64,0.95,-11.0,0.077
1.5,30,2,20,False,1.2,False,plus6,60,26,43.3,4.64,0.95,-11.0,0.077
1.5,30,2,30,True,0.8,False,plus20,88,38,43.2,6.53,0.95,-7.79,0.074
3.0,25,3,20,False,0.8,False,eu_open,131,37,28.2,16.06,0.95,-17.53,0.123
2.0,25,2,25,False,1.2,True,none,49,18,36.7,4.59,0.95,-12.38,0.094
1.5,30,3,30,False,1.0,False,long_london,67,29,43.3,5.11,0.95,-5.01,0.076
